Time,trustor,trustee,pkts_f,pkts_d,pdr,frds,coi
2721,10,4,2,6,0.25,1,0
2721,14,4,6,1,0.857142857,1,0
2721,5,10,2,0,1,0,1
2722,5,14,1,1,0.5,0,1
2723,7,1,4,0,1,1,0
2723,14,4,1,2,0.333333333,1,0
2724,1,11,5,3,0.625,0,1
2724,13,7,3,0,1,0,0
2725,8,12,4,1,0.8,0,0
2725,1,6,3,5,0.375,0,0
2726,14,9,6,4,0.6,0,0
2727,7,4,3,2,0.6,0,0
2727,13,2,10,0,1,1,1
2727,2,6,1,4,0.2,0,0
2728,7,14,1,4,0.2,0,1
2729,14,2,4,1,0.8,0,0
2729,5,6,2,4,0.333333333,1,1
2730,5,15,4,2,0.666666667,0,0
2730,9,15,2,0,1,0,0
2731,9,4,1,1,0.5,0,1
2731,11,6,2,3,0.4,0,0
2732,1,13,4,1,0.8,0,0
2733,10,4,6,3,0.666666667,1,0
2733,14,4,1,2,0.333333333,1,0
2734,10,15,5,4,0.555555556,0,0
2734,1,8,3,5,0.375,0,1
2735,13,6,1,0,1,0,0
2736,9,2,2,4,0.333333333,0,1
2736,14,4,1,0,1,1,0
2736,5,6,3,2,0.6,1,1
2737,5,11,3,2,0.6,0,0
2737,9,12,6,0,1,0,1
2738,13,2,7,2,0.777777778,1,1
2739,5,15,4,2,0.666666667,0,0
2739,6,13,3,6,0.333333333,0,0
2740,6,5,2,7,0.222222222,1,1
2740,12,2,2,7,0.222222222,0,1
2741,3,11,1,5,0.166666667,1,1
2742,7,13,1,0,1,0,0
2742,3,8,3,3,0.5,1,1
2742,11,10,6,0,1,0,0
2743,7,5,1,0,1,1,1
2744,11,1,3,1,0.75,0,1
2744,1,6,5,3,0.625,0,0
2745,7,2,1,2,0.333333333,0,0
2745,1,13,6,2,0.75,0,0
2745,15,7,4,0,1,0,0
2746,7,14,1,2,0.333333333,0,1
2747,12,2,5,0,1,0,1
2747,4,13,1,0,1,0,0
2748,7,4,2,5,0.285714286,0,0
2748,12,9,5,0,1,0,1
2749,3,15,1,0,1,0,1
2750,9,11,5,1,0.833333333,0,0
2750,3,7,1,0,1,0,0
2750,13,10,5,0,1,0,0
2751,9,1,1,5,0.166666667,0,0
2752,4,14,3,0,1,1,0
2752,12,10,6,4,0.6,0,0
2753,7,5,7,3,0.7,1,1
2753,4,6,1,2,0.333333333,0,0
2754,11,4,6,0,1,0,0
2755,6,2,7,3,0.7,0,0
2755,2,11,2,1,0.666666667,0,0
2756,11,1,3,0,1,0,1
2757,7,15,4,4,0.5,0,0
2757,3,10,2,2,0.5,0,0
2757,12,7,3,0,1,0,0
2758,7,4,2,6,0.25,0,0
2759,15,5,9,0,1,0,0
2759,4,6,5,0,1,0,0
2760,9,1,3,4,0.428571429,0,0
2761,2,7,3,1,0.75,0,0
2761,12,8,3,5,0.375,0,0
2762,8,11,5,4,0.555555556,0,1
2763,2,8,1,3,0.25,1,0
2763,15,6,1,2,0.333333333,0,0
2764,7,4,1,0,1,0,0
2765,1,15,6,2,0.75,0,1
2765,14,8,8,0,1,0,0
2766,7,5,3,2,0.6,1,1
2766,13,1,5,3,0.625,0,0
2767,3,15,1,5,0.166666667,0,1
2768,9,12,1,0,1,0,1
2768,14,10,8,0,1,1,1
2769,9,4,1,0,1,0,1
2769,11,4,7,1,0.875,0,0
2769,5,11,8,2,0.8,0,0
2770,5,8,1,9,0.1,0,0
2771,12,3,2,8,0.2,0,0
2771,10,15,4,5,0.444444444,0,0
2772,2,11,4,2,0.666666667,0,0
2772,11,10,9,1,0.9,0,0
2773,6,13,2,1,0.666666667,0,0
2774,4,8,5,0,1,0,0
2774,13,10,1,4,0.2,0,0
2775,7,2,1,9,0.1,0,0
2775,4,13,1,4,0.2,0,0
2776,13,5,4,1,0.8,0,0
2776,7,13,6,4,0.6,0,0
2777,1,15,7,2,0.777777778,0,1
2778,15,2,3,2,0.6,0,0
2778,6,12,8,1,0.888888889,0,0
2778,1,6,6,3,0.666666667,0,0
2780,6,14,1,0,1,0,1
2780,2,6,7,1,0.875,0,0
2780,11,7,2,2,0.5,0,0
2781,2,12,8,0,1,0,1
2782,11,2,1,5,0.166666667,0,0
2782,8,15,3,0,1,0,1
2783,1,11,1,4,0.2,0,1
2783,14,8,4,2,0.666666667,0,0
2784,9,12,3,1,0.75,0,1
2784,1,8,5,0,1,0,1
2785,14,7,2,0,1,0,1
2786,6,5,8,1,0.888888889,1,1
2786,2,8,4,5,0.444444444,1,0
2787,13,3,8,0,1,0,0
2787,2,14,8,1,0.888888889,0,0
2788,8,4,3,1,0.75,0,0
2788,14,9,2,6,0.25,0,0
2789,1,9,1,0,1,0,0
2790,15,3,8,2,0.8,0,1
2790,8,11,4,2,0.666666667,0,1
2791,8,5,3,3,0.5,0,0
2791,1,8,3,7,0.3,0,1
2791,11,6,8,2,0.8,0,0
2793,6,15,9,0,1,0,0
2793,2,6,5,5,0.5,0,0
2793,15,8,1,1,0.5,0,1
2794,13,5,1,1,0.5,0,0
2794,2,12,6,4,0.6,0,1
2795,9,13,9,0,1,0,1
2796,14,1,7,0,1,0,0
2796,5,13,1,1,0.5,0,0
2797,6,3,1,0,1,0,0
2797,5,8,1,1,0.5,0,0
2797,12,8,1,6,0.142857143,0,0
2799,8,3,2,3,0.4,1,1
2799,4,15,4,6,0.4,0,0
2799,12,7,5,0,1,0,0
2800,4,9,9,1,0.9,0,1
2801,9,5,1,0,1,1,0
2801,15,6,1,3,0.25,0,0
2802,9,12,1,0,1,0,1
2802,5,10,7,2,0.777777778,0,1
2803,11,2,9,0,1,0,0
2804,7,4,1,1,0.5,0,0
2804,2,7,10,0,1,0,0
2804,11,9,6,3,0.666666667,0,0
2805,2,14,2,8,0.2,0,0
2805,7,14,2,0,1,0,1
2806,15,5,3,3,0.5,0,0
2807,7,13,1,3,0.25,0,0
2807,2,8,2,0,1,1,0
2807,12,9,3,3,0.5,0,1
2808,7,3,3,1,0.75,0,0
2808,2,13,2,0,1,1,1
2809,15,1,3,7,0.3,0,1
2810,10,4,3,5,0.375,1,0
2810,2,14,4,0,1,0,0
2811,12,2,1,0,1,0,1
2812,7,15,2,1,0.666666667,0,0
2812,1,6,7,3,0.7,0,0
2812,15,10,1,0,1,0,0
2813,1,14,6,4,0.6,0,0
2814,14,5,4,4,0.5,0,1
2814,7,12,4,4,0.5,0,0
2815,7,5,5,3,0.625,1,1
2815,5,14,5,1,0.833333333,0,1
2815,15,8,1,7,0.125,0,1
2817,7,2,1,6,0.142857143,0,0
2817,4,12,1,1,0.5,0,1
2817,15,9,2,0,1,0,0
2818,7,14,1,6,0.142857143,0,1
2819,5,13,1,7,0.125,0,0
2819,13,9,4,0,1,0,1
2820,8,12,8,2,0.8,0,0
2820,5,6,5,3,0.625,1,1
2821,13,6,3,4,0.428571429,0,0
2822,7,13,3,6,0.333333333,0,0
2822,4,8,4,3,0.571428571,0,0
2823,7,3,2,7,0.222222222,0,0
2823,14,7,1,2,0.333333333,0,1
2824,12,5,3,0,1,1,0
2824,5,6,2,5,0.285714286,1,1
2825,5,15,1,6,0.142857143,0,0
2825,9,14,2,2,0.5,0,0
2826,15,8,1,4,0.2,0,1
2827,9,4,5,1,0.833333333,0,1
2827,5,11,2,4,0.333333333,0,0
2828,11,2,1,0,1,0,0
2829,5,13,1,0,1,0,0
2829,7,14,4,6,0.4,0,1
2829,15,9,1,0,1,0,0
2830,7,2,4,6,0.4,0,0
2831,12,1,1,1,0.5,1,0
2831,3,6,8,0,1,0,0
2832,10,2,1,1,0.5,0,0
2833,14,1,3,7,0.3,0,0
2833,3,13,1,4,0.2,0,0
2834,8,4,1,2,0.333333333,0,0
2834,12,8,5,5,0.5,0,0
2835,4,13,3,2,0.6,0,0
2836,9,15,4,4,0.5,0,0
2836,14,10,7,0,1,1,1
2837,11,4,2,5,0.285714286,0,0
2837,1,9,2,8,0.2,0,0
2838,6,5,1,0,1,1,1
2838,1,11,2,8,0.2,0,1
2839,13,8,1,0,1,0,0
2840,11,5,1,0,1,0,0
2840,10,14,2,2,0.5,1,1
2840,5,6,3,7,0.3,1,1
2841,10,3,1,3,0.25,0,0
2842,13,4,6,4,0.6,0,0
2842,3,9,4,6,0.4,0,0
2843,3,11,3,7,0.3,1,1
2843,9,15,1,1,0.5,0,0
2843,15,8,10,0,1,0,1
2844,9,4,2,0,1,0,1
2845,14,4,3,0,1,1,0
2845,1,10,1,0,1,1,0
2846,6,2,1,0,1,0,0
2846,13,10,1,2,0.333333333,0,0
2847,2,11,5,0,1,0,0
2848,10,5,3,0,1,0,1
2848,2,9,5,0,1,0,1
2848,13,9,7,0,1,0,1
2849,15,4,3,4,0.428571429,0,0
2849,10,14,2,1,0.666666667,1,1
2850,2,11,4,6,0.4,0,0
2851,9,2,2,8,0.2,0,1
2851,14,3,5,1,0.833333333,0,0
2851,2,10,1,9,0.1,0,0
2852,9,14,5,5,0.5,0,0
2852,12,7,5,1,0.833333333,0,0
2853,2,7,1,1,0.5,0,0
2854,8,14,2,8,0.2,0,0
2854,14,9,7,0,1,0,0
2855,8,5,1,9,0.1,0,0
2855,13,1,4,3,0.571428571,0,0
2855,1,6,1,0,1,0,0
2856,1,11,1,0,1,0,1
2857,9,4,2,3,0.4,0,1
2857,14,8,1,4,0.2,0,0
2858,3,7,2,0,1,0,0
2859,6,2,3,2,0.6,0,0
2859,12,2,1,3,0.25,0,1
2860,5,11,3,1,0.75,0,0
2860,15,8,3,1,0.75,0,1
2861,10,1,2,2,0.5,1,0
2862,15,5,2,2,0.5,0,0
2862,3,12,3,4,0.428571429,0,0
2863,9,2,3,3,0.5,0,1
2863,14,10,4,0,1,1,1
2864,4,12,5,5,0.5,0,1
2864,9,11,4,2,0.666666667,0,0
2865,12,9,2,7,0.222222222,0,1
2866,12,2,9,0,1,0,1
2866,10,14,1,5,0.166666667,1,1
2866,5,8,4,6,0.4,0,0
2868,7,3,2,5,0.285714286,0,0
2868,12,2,3,3,0.5,0,1
2868,5,10,1,0,1,0,1
2869,11,10,6,0,1,0,0
2870,7,12,1,2,0.333333333,0,0
2870,2,8,3,3,0.5,1,0
2871,15,8,3,1,0.75,0,1
2872,9,13,8,2,0.8,0,1
2872,4,8,3,0,1,0,0
2873,4,15,1,2,0.333333333,0,0
2873,11,10,5,2,0.714285714,0,0
2874,10,14,2,8,0.2,1,1
2875,14,4,1,2,0.333333333,1,0
2875,10,1,4,6,0.4,1,0
2875,5,6,2,8,0.2,1,1
2876,12,10,2,1,0.666666667,0,0
2877,8,11,6,3,0.666666667,0,1
2877,2,9,1,0,1,0,1
2878,8,3,1,8,0.111111111,1,1
2878,11,6,7,1,0.875,0,0
2879,15,4,2,6,0.25,0,0
2879,4,14,2,0,1,1,0
2880,10,4,3,1,0.75,1,0
2880,4,10,1,1,0.5,1,0
2881,15,1,1,7,0.125,0,1
2882,6,4,8,0,1,0,0
2882,2,10,2,0,1,0,0
2883,15,3,3,1,0.75,0,1
2883,6,12,1,7,0.125,0,0
2884,5,7,3,6,0.333333333,1,1
2885,8,4,2,6,0.25,0,0
2885,5,13,2,7,0.222222222,0,0
2885,13,7,5,1,0.833333333,0,0
2887,8,3,3,1,0.75,1,1
2887,13,4,1,5,0.166666667,0,0
2887,4,9,5,0,1,0,1
2888,8,12,4,0,1,0,0
2888,11,7,3,3,0.5,0,0
2889,5,9,2,0,1,1,0
2890,10,13,6,2,0.75,0,0
2890,14,9,1,8,0.111111111,0,0
2891,10,5,8,0,1,0,1
2891,1,13,2,0,1,0,0
2892,11,5,4,0,1,0,0
2893,6,13,3,4,0.428571429,0,0
2893,4,8,8,0,1,0,0
2893,14,8,4,0,1,0,0
2894,4,12,5,3,0.625,0,1
2895,12,2,2,1,0.666666667,0,1
2895,7,11,9,0,1,0,0
2896,5,8,1,1,0.5,0,0
2896,13,9,2,1,0.666666667,0,1
2897,10,4,1,8,0.111111111,1,0
2898,12,1,1,5,0.166666667,1,0
2898,10,14,3,6,0.333333333,1,1
2898,2,9,4,2,0.666666667,0,1
2899,2,11,4,2,0.666666667,0,0
2900,10,13,4,3,0.571428571,0,0
2900,12,10,1,1,0.5,0,0
2901,11,4,1,1,0.5,0,0
2901,2,12,1,6,0.142857143,0,1
2902,8,15,5,0,1,0,1
2903,3,11,2,0,1,1,1
2903,15,10,1,1,0.5,0,0
2904,14,4,1,1,0.5,1,0
2904,7,14,4,1,0.8,0,1
2905,7,5,4,1,0.8,1,1
2905,5,11,3,5,0.375,0,0
2906,14,8,1,8,0.111111111,0,0
2907,13,3,8,1,0.888888889,0,0
2907,8,1,3,1,0.75,0,1
2907,4,6,1,4,0.2,0,0
2908,4,14,4,1,0.8,1,0
2909,13,3,2,8,0.2,0,0
2909,9,13,1,2,0.333333333,0,1
2910,5,6,2,0,1,1,1
2911,10,2,1,0,1,0,0
2911,5,13,2,0,1,0,0
2911,15,10,2,2,0.5,0,0
2912,10,13,1,0,1,0,0
2913,14,1,7,2,0.777777778,0,0
2913,4,6,3,7,0.3,0,0
2914,8,3,3,4,0.428571429,1,1
2914,4,15,8,2,0.8,0,0
2915,14,2,3,4,0.428571429,0,0
2916,7,2,2,1,0.666666667,0,0
2916,3,15,8,2,0.8,0,1
2917,14,2,5,2,0.714285714,0,0
2918,6,3,2,1,0.666666667,0,0
2918,4,10,1,8,0.111111111,1,0
2919,11,7,2,0,1,0,0
2920,14,5,2,0,1,0,1
2920,2,13,4,0,1,1,1
2920,8,11,6,0,1,0,1
2921,8,3,4,2,0.666666667,1,1
2921,2,7,3,1,0.75,0,0
2922,11,1,2,0,1,0,1
2923,10,14,1,0,1,1,1
2923,2,10,5,3,0.625,0,0
2924,10,3,1,0,1,0,0
2924,15,7,2,0,1,0,0
2925,4,6,4,0,1,0,0
2926,10,1,2,1,0.666666667,1,0
2926,4,14,2,2,0.5,1,0
2926,15,6,1,2,0.333333333,0,0
2927,10,13,1,2,0.333333333,0,0
2928,4,9,2,0,1,0,1
2928,15,9,5,0,1,0,0
2929,6,5,1,1,0.5,1,1
2929,4,13,1,1,0.5,0,0
2930,11,10,4,1,0.8,0,0
2931,3,11,1,1,0.5,1,1
2931,10,13,8,0,1,0,0
2932,3,6,2,0,1,0,0
2932,11,7,3,6,0.333333333,0,0
2933,9,11,6,0,1,0,0
2934,9,1,3,3,0.5,0,0
2934,15,5,5,0,1,0,0
2934,1,14,4,2,0.666666667,0,0
2936,12,2,5,4,0.555555556,0,1
2936,3,14,3,1,0.75,0,0
2936,7,12,9,1,0.9,0,0
2937,7,1,7,3,0.7,1,0
2937,3,7,3,1,0.75,0,0
2937,12,8,5,4,0.555555556,0,0
2939,7,1,8,0,1,1,0
2939,15,2,6,0,1,0,0
2939,3,9,7,3,0.7,0,0
2940,7,14,1,7,0.125,0,1
2940,12,8,5,1,0.833333333,0,0
2941,5,15,3,5,0.375,0,0
2942,6,13,1,0,1,0,0
2942,15,10,4,6,0.4,0,0
2943,6,3,1,0,1,0,0
2943,1,10,4,2,0.666666667,1,0
2944,13,1,1,4,0.2,0,0
2945,5,11,9,1,0.9,0,0
2945,10,15,3,0,1,0,0
2946,10,4,1,2,0.333333333,1,0
2946,5,8,4,6,0.4,0,0
2946,14,7,1,0,1,0,1
2947,15,5,1,0,1,0,0
2948,1,15,3,0,1,0,1
2948,6,14,7,0,1,0,1
2949,6,2,6,1,0.857142857,0,0
2949,1,10,1,2,0.333333333,1,0
2949,14,7,1,2,0.333333333,0,1
2951,8,3,1,3,0.25,1,1
2951,1,13,1,1,0.5,0,0
2951,15,8,1,6,0.142857143,0,1
2952,15,3,3,4,0.428571429,0,1
2953,7,14,5,3,0.625,0,1
2953,2,7,2,3,0.4,0,0
2954,7,5,5,3,0.625,1,1
2954,11,3,1,6,0.142857143,1,1
2955,1,12,6,0,1,1,0
2956,7,3,1,6,0.142857143,0,0
2956,11,5,1,2,0.333333333,0,0
2957,3,9,8,2,0.8,0,0
2957,11,8,1,2,0.333333333,0,1
2958,3,14,10,0,1,0,0
2958,9,11,2,4,0.333333333,0,0
2959,9,2,4,2,0.666666667,0,1
2959,15,8,3,0,1,0,1
2960,11,2,1,2,0.333333333,0,0
2960,3,8,1,0,1,1,1
2961,3,11,1,0,1,1,1
2961,9,15,2,0,1,0,0
2962,9,4,2,0,1,0,1
2962,15,7,2,2,0.5,0,0
2963,12,5,3,1,0.75,1,0
2963,3,6,5,3,0.625,0,0
2964,9,14,1,0,1,0,0
2965,5,12,1,0,1,1,0
2965,13,6,2,0,1,0,0
2966,7,5,1,0,1,1,1
2966,14,4,1,1,0.5,1,0
2966,5,9,1,0,1,1,0
2968,15,5,2,1,0.666666667,0,0
2968,9,12,1,0,1,0,1
2968,5,10,4,4,0.5,0,1
2969,13,9,3,0,1,0,1
2970,7,12,2,6,0.25,0,0
2970,5,7,1,0,1,1,1
2971,5,15,1,0,1,0,0
2971,14,9,5,5,0.5,0,0
2972,8,4,8,0,1,0,0
2973,13,2,1,0,1,1,1
2973,4,7,4,6,0.4,0,0
2974,9,4,1,5,0.166666667,0,1
2975,2,15,9,0,1,0,0
2975,9,14,1,5,0.166666667,0,0
2975,15,10,5,0,1,0,0
2976,14,3,3,2,0.6,0,0
2976,2,6,5,4,0.555555556,0,0
2977,6,12,3,3,0.5,0,0
2978,6,2,4,2,0.666666667,0,0
2978,11,1,3,7,0.3,0,1
2978,2,8,6,1,0.857142857,1,0
2979,11,6,7,3,0.7,0,0
2980,8,3,2,4,0.333333333,1,1
2980,1,6,4,3,0.571428571,0,0
2981,13,4,2,3,0.4,0,0
2981,1,14,5,2,0.714285714,0,0
2981,8,12,6,0,1,0,0
2982,13,10,2,3,0.4,0,0
2983,3,13,2,6,0.25,0,0
2983,9,14,1,4,0.2,0,0
2984,9,4,1,4,0.2,0,1
2984,12,5,4,1,0.8,1,0
2984,3,10,3,5,0.375,0,0
2986,9,5,2,2,0.5,1,0
2986,4,12,5,1,0.833333333,0,1
2986,12,9,5,2,0.714285714,0,1
2987,12,1,3,4,0.428571429,1,0
2988,7,5,3,0,1,1,1
2988,1,8,6,1,0.857142857,0,1
2989,12,2,5,2,0.714285714,0,1
2989,1,11,4,3,0.571428571,0,1
2989,7,13,2,1,0.666666667,0,0
2990,13,6,5,2,0.714285714,0,0
2991,9,5,5,1,0.833333333,1,0
2991,1,15,9,1,0.9,0,1
2992,11,6,1,2,0.333333333,0,0
2993,7,3,1,0,1,0,0
2993,1,10,3,5,0.375,1,0
2994,7,13,1,0,1,0,0
2994,15,6,1,2,0.333333333,0,0
2995,2,6,2,4,0.333333333,0,0
2996,14,4,7,0,1,1,0
2996,8,12,4,1,0.8,0,0
2997,8,3,1,4,0.2,1,1
2997,2,12,2,7,0.222222222,0,1
2997,15,9,4,3,0.571428571,0,0
2999,14,5,4,5,0.444444444,0,1
2999,3,14,1,1,0.5,0,0
2999,8,15,2,2,0.5,0,1
3000,3,8,2,0,1,1,1
3000,15,7,4,5,0.444444444,0,0
3001,7,13,1,8,0.111111111,0,0
3002,3,9,2,1,0.666666667,0,0
3002,15,6,2,3,0.4,0,0
3003,10,2,1,0,1,0,0
3003,3,13,3,0,1,0,0
3004,11,1,2,0,1,0,1
3004,10,12,1,0,1,0,0
3005,4,13,1,3,0.25,0,0
3005,13,6,1,1,0.5,0,0
3006,7,5,7,2,0.777777778,1,1
3006,4,9,1,3,0.25,0,1
3007,7,14,4,5,0.444444444,0,1
3007,14,8,3,0,1,0,0
3008,13,1,2,1,0.666666667,0,0
3008,4,7,2,2,0.5,0,0
3009,10,1,5,4,0.555555556,1,0
3010,5,11,7,0,1,0,0
3010,11,6,1,4,0.2,0,0
3011,11,5,2,3,0.4,0,0
3011,8,14,2,1,0.666666667,0,0
3012,4,8,5,4,0.555555556,0,0
3013,4,15,8,1,0.888888889,0,0
3013,10,15,4,1,0.8,0,0
3013,13,9,5,3,0.625,0,1
3014,13,1,6,2,0.75,0,0
3015,1,14,4,2,0.666666667,0,0
3015,6,11,3,2,0.6,0,0
3016,13,2,9,1,0.9,1,1
3016,6,1,4,1,0.8,0,0
3016,1,8,4,2,0.666666667,0,1
3017,15,8,1,9,0.1,0,1
3018,3,11,3,0,1,1,1
3018,8,13,6,2,0.75,0,0
3019,3,8,2,1,0.666666667,1,1
3019,13,10,1,2,0.333333333,0,0
3020,15,4,2,1,0.666666667,0,0
3020,7,4,1,0,1,0,0
3021,2,11,6,1,0.857142857,0,0
3022,12,2,2,0,1,0,1
3022,6,3,3,4,0.428571429,0,0
3023,3,15,4,0,1,0,1
3023,6,14,7,0,1,0,1
3024,12,7,6,2,0.75,0,0
3025,9,14,9,1,0.9,0,0
3025,1,6,2,0,1,0,0
3026,11,3,1,2,0.333333333,1,1
3026,1,14,2,0,1,0,0
3027,6,3,3,7,0.3,0,0
3027,11,10,1,2,0.333333333,0,0
3028,3,11,3,5,0.375,1,1
3028,6,14,7,3,0.7,0,1
3029,15,6,3,1,0.75,0,0
3030,14,4,3,1,0.75,1,0
3030,6,5,2,0,1,1,1
3030,5,15,1,0,1,0,0
3031,6,13,1,1,0.5,0,0
3031,5,6,1,0,1,1,1
3032,13,2,3,1,0.75,1,1
3033,5,15,2,1,0.666666667,0,0
3033,6,13,3,1,0.75,0,0
3033,11,10,3,1,0.75,0,0
3035,8,4,3,2,0.6,0,0
3035,4,14,1,1,0.5,1,0
3035,13,7,2,0,1,0,0
3037,14,5,1,0,1,0,1
3037,3,15,9,1,0.9,0,1
3037,7,14,2,0,1,0,1
3038,14,10,1,0,1,1,1
3039,9,1,2,6,0.25,0,0
3039,1,15,1,5,0.166666667,0,1
3040,12,8,2,5,0.285714286,0,0
3041,12,3,7,0,1,0,0
3041,7,11,3,5,0.375,0,0
3041,4,8,3,5,0.375,0,0
3042,4,12,5,3,0.625,0,1
3043,11,3,6,2,0.75,1,1
3043,9,13,5,0,1,0,1
3044,9,3,1,4,0.2,0,0
3044,5,14,4,5,0.444444444,0,1
3045,13,1,1,1,0.5,0,0
3045,5,6,7,2,0.777777778,1,1
3046,10,12,1,1,0.5,0,0
3047,11,5,3,7,0.3,0,0
3047,1,13,3,4,0.428571429,0,0
3048,6,4,3,0,1,0,0
3048,15,6,7,3,0.7,0,0
3049,2,9,6,2,0.75,0,1
3050,7,11,6,1,0.857142857,0,0
3050,13,10,7,3,0.7,0,0
3051,1,14,6,2,0.75,0,0
3052,11,2,1,0,1,0,0
3052,9,1,3,6,0.333333333,0,0
3053,3,14,3,0,1,0,0
3053,15,7,1,0,1,0,0
3054,10,11,1,0,1,0,0
3055,10,1,1,0,1,1,0
3055,3,11,4,0,1,1,1
3055,14,8,7,1,0.875,0,0
3056,15,4,2,6,0.25,0,0
3056,3,8,1,3,0.25,1,1
3057,6,2,6,0,1,0,0
3058,1,9,1,1,0.5,0,0
3058,13,10,3,0,1,0,0
3059,13,3,2,1,0.666666667,0,0
3059,7,13,1,0,1,0,0
3060,2,14,1,5,0.166666667,0,0
3061,8,5,3,2,0.6,0,0
3061,2,8,5,1,0.833333333,1,0
3061,12,6,4,0,1,0,0
3063,11,1,2,2,0.5,0,1
3063,4,15,1,0,1,0,0
3063,9,14,2,6,0.25,0,0
3064,4,7,1,0,1,0,0
3065,11,1,6,0,1,0,1
3065,8,11,4,1,0.8,0,1
3066,1,10,1,0,1,1,0
3067,13,1,1,0,1,0,0
3067,1,14,1,0,1,0,0
3067,10,12,1,0,1,0,0
3069,14,1,6,1,0.857142857,0,0
3069,6,3,3,3,0.5,0,0
3069,2,9,1,1,0.5,0,1
3070,6,15,1,5,0.166666667,0,0
3071,2,6,4,2,0.666666667,0,0
3071,12,8,4,1,0.8,0,0
3072,7,5,2,0,1,1,1
3072,2,12,3,3,0.5,0,1
3073,15,1,7,3,0.7,0,1
3073,7,12,2,0,1,0,0
3074,2,13,6,0,1,1,1
3074,14,9,7,3,0.7,0,0
3075,6,11,1,2,0.333333333,0,0
3076,5,11,6,4,0.6,0,0
3076,15,8,4,0,1,0,1
3077,12,3,4,0,1,0,0
3077,9,14,8,0,1,0,0
3078,4,6,1,2,0.333333333,0,0
3079,11,1,1,6,0.142857143,0,1
3079,4,11,2,1,0.666666667,0,0
3079,7,15,6,3,0.666666667,0,0
3080,15,10,6,1,0.857142857,0,0
3081,6,14,2,0,1,0,1
3081,1,9,5,1,0.833333333,0,0
3082,13,4,3,7,0.3,0,0
3082,1,14,5,1,0.833333333,0,0
3083,6,4,2,3,0.4,0,0
3084,6,14,2,3,0.4,0,1
3084,2,7,2,1,0.666666667,0,0
3084,12,6,1,4,0.2,0,0
3085,13,5,4,1,0.8,0,0
3086,6,5,2,8,0.2,1,1
3086,2,11,1,4,0.2,0,0
3087,14,3,1,2,0.333333333,0,0
3087,6,15,1,9,0.1,0,0
3088,3,13,5,2,0.714285714,0,0
3088,11,10,3,0,1,0,0
3089,8,12,2,6,0.25,0,0
3089,3,10,1,6,0.142857143,0,0
3090,13,2,1,0,1,1,1
3091,9,11,2,8,0.2,0,0
3091,2,8,1,1,0.5,1,0
3091,13,9,1,0,1,0,1
3092,9,3,9,1,0.9,0,0
3093,12,3,2,0,1,0,0
3093,4,14,1,2,0.333333333,1,0
3094,8,14,1,0,1,0,0
3095,11,2,4,6,0.4,0,0
3095,8,4,1,0,1,0,0
3095,3,7,2,1,0.666666667,0,0
3096,12,7,1,9,0.1,0,0
3097,10,5,3,3,0.5,0,1
3097,3,11,9,0,1,1,1
3098,14,7,6,0,1,0,1
3099,1,11,2,2,0.5,0,1
3099,9,13,5,2,0.714285714,0,1
3100,9,3,5,2,0.714285714,0,0
3100,1,9,3,1,0.75,0,0
3100,15,7,1,0,1,0,0
3101,13,1,1,0,1,0,0
3102,10,12,2,5,0.285714286,0,0
3102,2,10,1,0,1,0,0
3103,14,2,1,0,1,0,0
3104,1,11,1,3,0.25,0,1
3104,8,11,1,0,1,0,1
3105,11,4,3,0,1,0,0
3105,8,5,1,0,1,0,0
3106,5,10,2,2,0.5,0,1
3107,15,4,4,6,0.4,0,0
3107,5,11,1,3,0.25,0,0
3107,6,14,6,0,1,0,1
3109,9,12,2,0,1,0,1
3109,4,8,2,0,1,0,0
3109,12,6,1,0,1,0,0
3110,13,2,1,0,1,1,1
3110,9,1,2,0,1,0,0
3111,4,6,3,0,1,0,0
3112,14,2,4,2,0.666666667,0,0
3112,8,5,1,1,0.5,0,0
3112,4,15,2,1,0.666666667,0,0
3113,11,9,3,3,0.5,0,0
3114,9,2,1,0,1,0,1
3114,4,13,2,1,0.666666667,0,0
3115,9,11,1,0,1,0,0
3115,12,7,3,0,1,0,0
3116,14,5,2,1,0.666666667,0,1
3116,1,8,2,5,0.285714286,0,1
3117,8,3,1,2,0.333333333,1,1
3118,5,10,9,0,1,0,1
3118,11,10,3,3,0.5,0,0
3119,7,5,4,3,0.571428571,1,1
3120,14,4,1,2,0.333333333,1,0
3120,4,7,3,3,0.5,0,0
3121,6,4,5,5,0.5,0,0
3121,13,9,1,2,0.333333333,0,1
3122,4,14,1,7,0.125,1,0
3122,6,13,3,7,0.3,0,0
3123,12,10,6,3,0.666666667,0,0
3124,8,5,1,5,0.166666667,0,0
3124,2,13,2,7,0.222222222,1,1
3125,13,3,3,0,1,0,0
3126,9,5,2,8,0.2,1,0
3126,2,6,5,5,0.5,0,0
3127,15,9,1,3,0.25,0,0
3128,6,13,3,5,0.375,0,0
3128,4,6,5,4,0.555555556,0,0
3129,6,5,3,5,0.375,1,1
3129,4,15,3,6,0.333333333,0,0
3129,14,8,5,3,0.625,0,0
3131,12,2,4,1,0.8,0,1
3131,4,11,1,4,0.2,0,0
3131,7,13,1,0,1,0,0
3132,4,8,4,1,0.8,0,0
3132,14,7,4,1,0.8,0,1
3133,9,1,1,1,0.5,0,0
3134,12,2,1,4,0.2,0,1
